$GPGGA,192410.000,4238.8127,N,07107.9434,W,1,6,1.39,89.6,M,-33.5,M,,*59
$GPGGA,192411.000,4238.8130,N,07107.9435,W,1,6,1.39,89.6,M,-33.5,M,,*5F
$GPGGA,192412.000,4238.8132,N,07107.9435,W,1,6,1.60,89.5,M,-33.5,M,,*51
$GPGGA,192413.000,4238.8134,N,07107.9435,W,1,6,1.60,89.5,M,-33.5,M,,*56
$GPGGA,192414.000,4238.8137,N,07107.9435,W,1,6,1.61,89.5,M,-33.5,M,,*53
$GPGGA,192415.000,4238.8141,N,07107.9435,W,1,6,1.61,89.5,M,-33.5,M,,*53
$GPGGA,192416.000,4238.8145,N,07107.9436,W,1,5,1.62,89.5,M,-33.5,M,,*57
$GPGGA,192417.000,4238.8147,N,07107.9438,W,1,5,1.46,89.4,M,-33.5,M,,*5D
$GPGGA,192418.000,4238.8149,N,07107.9439,W,1,5,1.46,89.4,M,-33.5,M,,*5D
$GPGGA,192419.000,4238.8150,N,07107.9438,W,1,6,1.39,89.4,M,-33.5,M,,*5E
$GPGGA,192420.000,4238.8151,N,07107.9438,W,1,5,1.93,89.4,M,-33.5,M,,*56
$GPGGA,192421.000,4238.8154,N,07107.9440,W,1,5,1.63,89.4,M,-33.5,M,,*52
$GPGGA,192422.000,4238.8158,N,07107.9445,W,1,5,1.63,89.4,M,-33.5,M,,*58
$GPGGA,192423.000,4238.8159,N,07107.9446,W,1,5,1.63,89.3,M,-33.5,M,,*5C
$GPGGA,192424.000,4238.8163,N,07107.9446,W,1,5,1.93,89.3,M,-33.5,M,,*5D
$GPGGA,192425.000,4238.8165,N,07107.9449,W,1,4,1.96,89.3,M,-33.5,M,,*51
$GPGGA,192426.000,4238.8170,N,07107.9451,W,1,4,1.96,89.3,M,-33.5,M,,*5F
$GPGGA,192427.000,4238.8180,N,07107.9452,W,1,4,1.96,89.2,M,-33.5,M,,*53
$GPGGA,192428.000,4238.8193,N,07107.9452,W,1,4,1.96,89.2,M,-33.5,M,,*5E
$GPGGA,192429.000,4238.8205,N,07107.9455,W,1,4,1.96,89.2,M,-33.5,M,,*54
$GPGGA,192430.000,4238.8223,N,07107.9465,W,1,4,1.96,89.3,M,-33.5,M,,*5A
$GPGGA,192431.000,4238.8239,N,07107.9471,W,1,4,1.96,89.4,M,-33.5,M,,*52
